DBMS_urnform,X_DBMS_urnform,Y_DBMS_urnform,match_state,manu_labeled_flag,DBMS_common_name,category_label,Written in,Query Interface,System Architecture,Developer,Country of Origin,initial_release_year,current_release_year,Project Type,License_info,github_repo_link,github_repo_id,open_source_license,Score_Jul-2026,Rank_Jul-2026
opentsdb,opentsdb,opentsdb,Normal,Y_auto,OpenTSDB,Key-value#dbdbio>|<dbengines#Time Series,Java,"Custom API,HTTP / REST,Command-line / Shell",Shared-Disk,currently maintained by Yahoo and other contributors,US,2010#dbdbio>|<dbengines#2011,2024,Open Source,LGPL v2,OpenTSDB/opentsdb,865412,Y,1.42,158
openviking,openviking,,X_Single,Y_auto,OpenViking,Hierarchical,Go,"Custom API,HTTP / REST,Command-line / Shell,Model Context Protocol",,,CN,2026,,"Commercial,Open Source",AGPL v3,volcengine/OpenViking,1128123594,Y,,
opteryx,opteryx,,X_Single,Y_auto,Opteryx,Relational,Python,"SQL,Command-line / Shell",Embedded,Justin Joyce,GB,2021,,"Hobby,Open Source",Apache v2,mabel-dev/opteryx,442441933,Y,,
oracle-nosql,oracle-nosql,oracle-nosql,Normal,Y_auto,Oracle NoSQL,Key-value#dbdbio>|<dbengines#Document,Java,Custom API,Shared-Nothing,Oracle Corporation,US,2011,2026,"Commercial,Open Source","Apache v2,Proprietary#dbdbio>|<dbengines#Proprietary for Enterprise Edition (Oracle Database EE license has Oracle NoSQL database EE covered:,details,)",oracle/nosql-java-sdk,298920362,Y,3.54,82
orbitdb,orbitdb,,X_Single,Y_auto,OrbitDB,"Key-value,Document",JavaScript,Custom API,Shared-Nothing,Haja Networks,DE,2015,,Open Source,MIT License,orbitdb/orbitdb,48617634,Y,,
orientdb,orientdb,orientdb,Normal,Y_auto,OrientDB,"Key-value,Document,Graph,Object Oriented#dbdbio>|<dbengines#Document",Java,"SQL,Stored Procedures,GraphQL,Gremlin,HTTP / REST",Shared-Nothing,OrientDB LTD#dbdbio>|<dbengines#OrientDB LTD; CallidusCloud; SAP,GB,2010,2024,"Commercial,Open Source",Apache v2,orientechnologies/orientdb,7083240,Y,2.49,105
origodb,origodb,origodb,Normal,Y_auto,OrigoDB,"Relational,Key-value,Document,Graph,Object Oriented#dbdbio>|<dbengines#Document",C#,Custom API,Shared-Nothing,Devrex Labs#dbdbio>|<dbengines#Robert Friberg et al,SE,2011#dbdbio>|<dbengines#2009,2016,"Commercial,Open Source",MIT License,DevrexLabs/OrigoDB,8799170,Y,0.15,324
orioledb,orioledb,,X_Single,Y_auto,OrioleDB,Relational,C,SQL,Shared-Everything,OrioleDB,BY,2021,,"Commercial,Open Source",PostgreSQL License,orioledb/orioledb,432844875,Y,,
oxia,oxia,,X_Single,Y_auto,Oxia,Key-value,Go,Custom API,Shared-Nothing,StreamNative,US,2021,,"Commercial,Open Source",Apache v2,oxia-db/oxia,454981666,Y,,
oxidsql,oxidsql,,X_Single,Y_auto,OxidSQL,Relational,Rust,SQL,Shared-Everything,Michael Zinsmeister,DE,2022,2024,"Educational,Hobby,Open Source",Apache v2,mzinsmeister/OxidSQL,460512584,Y,,
oxigraph,oxigraph,,X_Single,Y_auto,Oxigraph,"Graph,RDF",Rust,SPARQL,,Thomas Pellissier Tanon,FR,2018,,"Hobby,Open Source",Apache v2,oxigraph/oxigraph,133687025,Y,,
pail,pail,,X_Single,Y_auto,Pail,Key-value,JavaScript,Custom API,,Protocol Labs,GB,2022,,Open Source,"Apache v2,MIT License",storacha/pail,580788054,Y,,
paldb,paldb,,X_Single,Y_auto,PalDB,Key-value,Java,Custom API,,LinkedIn Corporation,US,2015,2016,Open Source,Apache v2,linkedin/PalDB,38254684,Y,,
paper,paper,,X_Single,Y_auto,Paper,"Key-value,Object Oriented",Java,Custom API,Embedded,Aleksey Masny,SE,2015,2023,Open Source,Apache v2,pilgr/Paper,37285717,Y,,
paradedb,paradedb,,X_Single,Y_auto,ParadeDB,Relational,Rust,SQL,Shared-Everything,Retake,US,2023,,"Commercial,Open Source",AGPL v3,paradedb/paradedb,660776503,Y,,
pearldb,pearldb,,X_Single,Y_auto,PearlDB,Key-value,C,HTTP / REST,,Willem Thiart,NZ,2015,2018,"Hobby,Open Source",BSD License,willemt/pearldb,30828379,Y,,
pebble,pebble,,X_Single,Y_auto,Pebble,Key-value,Go,Custom API,Embedded,Cockroach Labs,US,2018,,Open Source,BSD License,cockroachdb/pebble,141339868,Y,,
percona-server,percona-server,percona-server-for-mysql,RepoExactManual:Normal,Y_auto,Percona Server for MySQL,Relational,,SQL,Shared-Everything,Percona LLC,US,2006#dbdbio>|<dbengines#2008,2024,"Commercial,Open Source",GPL version 2,percona/percona-server,30753733,Y,1.86,129
perst,perst,perst,Normal,Y_auto,Perst,Object Oriented,Java,,Embedded,Konstantin Knizhnik,RU,2003,,Open Source,"GPL v3,Proprietary#dbdbio>|<dbengines#commercial license available",The-Alchemist/perst,124423054,Y,0.52,245
phoenix,phoenix,apache-phoenix,RepoExactManual:Normal,Y_auto,Apache Phoenix,Relational,Java,SQL,Shared-Disk,"Salesforce, Inc.",US,2014,2019,Open Source,Apache v2.0,apache/phoenix,20473418,Y,2.04,118
photondb,photondb,,X_Single,Y_auto,PhotonDB,Key-value,Rust,,,Huachao Huang,CN,2022,2023,"Hobby,Open Source",Apache v2,photondb/photondb,502268740,Y,,
pickledb,pickledb,,X_Single,Y_auto,pickleDB,Document,Python,Custom API,Embedded,Harrison Erd,US,2011,,"Hobby,Open Source",BSD License,patx/pickledb,2662146,Y,,
picodb,picodb,,X_Single,Y_auto,PicoDB,Document,JavaScript,,Embedded,jclo,FR,2016,2024,Open Source,MIT License,jclo/picodb,58524063,Y,,
picosql,picosql,,X_Single,Y_auto,picoSQL,Relational,,SQL,Shared-Everything,picoSoft,IT,1995,2006,"Commercial,Open Source",GPL v2,-,,Y,,
pika,pika,,X_Single,Y_auto,Pika,Key-value,C++,Custom API,Shared-Everything,Qihoo,CN,2014,,Open Source,MIT License,OpenAtomFoundation/pikiwidb,26127968,Y,,
piladb,piladb,,X_Single,Y_auto,piladb,Object Oriented,Go,HTTP / REST,,Fernando Álvarez,ES,2015,2018,Open Source,MIT License,fern4lvarez/piladb,42143916,Y,,
pilosa,pilosa,,RepoAlias[featurebase]:X_Single,Y_auto,Pilosa,Vector,Go,"Custom API,HTTP / REST",Shared-Everything,Pilosa,US,2017,2024,"Commercial,Open Source",Apache v2,FeatureBaseDB/featurebase,40127179,Y,0.26,293
pincaster,pincaster,,X_Single,Y_auto,Pincaster,Document,C,HTTP / REST,,Frank Denis,FR,2010,,Open Source,MIT License,jedisct1/Pincaster,652189,Y,,
pinot,pinot,apache-pinot,RepoExactManual:Normal,Y_auto,Apache Pinot,Relational,Java,SQL,Shared-Nothing,LinkedIn Corporation,US,2014#dbdbio>|<dbengines#2015,2023,Open Source,Apache v2.0,apache/pinot,19961085,Y,0.56,236
pinusdb,pinusdb,,X_Single,Y_auto,PinusDB,Relational,C++,SQL,,ChangSha JuSong Soft,CN,2019,2024,Open Source,GPL v3,pinusdb/pinusdb,205350261,Y,,
pipelinedb,pipelinedb,pipelinedb,Normal,Y_auto,PipelineDB,Relational,C,SQL,,PipelineDB,US,2013#dbdbio>|<dbengines#2015,2019,"Commercial,Open Source","BSD License,GPL v3",pipelinedb/pipelinedb,14702444,Y,0.19,311
pocketbase,pocketbase,,X_Single,Y_auto,PocketBase,Relational,Go,Custom API,Shared-Everything,Gani Georgiev,BG,2022,,"Hobby,Open Source",MIT License,pocketbase/pocketbase,510607652,Y,,
pocketsql,pocketsql,,X_Single,Y_auto,pocketSQL,Relational,C,SQL,Embedded,Steve Grubb,US,2001,2002,Open Source,GPL v2,-,,Y,,
pogocache,pogocache,,X_Single,Y_auto,Pogocache,Key-value,C,"Custom API,HTTP / REST",Embedded,Josh Baker,US,2025,,"Hobby,Open Source",MIT License,tidwall/pogocache,1023788092,Y,,
pogreb,pogreb,,X_Single,Y_auto,Pogreb,Key-value,Go,Custom API,Embedded,Artem Krylysov,US,2018,,Open Source,Apache v2,akrylysov/pogreb,116522453,Y,,
polars,polars,,X_Single,Y_auto,Polars,,Rust,Custom API,Embedded,Polars BV,NL,2020,,"Commercial,Open Source",MIT License,pola-rs/polars,,Y,,
polodb,polodb,,X_Single,Y_auto,PoloDB,Document,Rust,Custom API,Embedded,Vincent Chen,CN,2020,,"Hobby,Open Source",Apache v2,PoloDB/PoloDB,284225188,Y,,
polypheny,polypheny,,X_Single,Y_auto,Polypheny,"Relational,Document,Graph",Java,"SQL,Cypher,HTTP / REST",Shared-Everything,"Polypheny GmbH, University of Basel",CH,2017,,"Academic,Commercial,Open Source",Apache v2,polypheny/Polypheny-DB,166387176,Y,,
postgresql,postgresql,postgresql,Normal,Y_auto,PostgreSQL,Relational,C,PL/SQL,Shared-Everything,"University of California, Berkeley",US,1986#dbdbio>|<dbengines#1989,2024,"Academic,Open Source",PostgreSQL License#dbdbio>|<dbengines#BSD,postgres/postgres,927442,Y,687.8,4
pouchdb,pouchdb,pouchdb,Normal,Y_auto,PouchDB,Document,JavaScript,Custom API,Embedded,Apache Software Foundation,US,2010#dbdbio>|<dbengines#2012,2019,Open Source,Apache v2,apache/pouchdb,714074,Y,1.8,134
pranadb,pranadb,,X_Single,Y_auto,PranaDB,Relational,Go,SQL,,Cash App,GB,2022,2022,Open Source,,cashapp/pranadb,372181547,Y,,
predator,predator,,X_Single,Y_auto,Predator,Relational,,,,Cornell University,US,1996,2002,"Academic,Open Source",GPL v2,-,,Y,,
prestodb,prestodb,presto,RepoExactManual:Normal,Y_auto,Presto,"Wide column,Relational,Key-value,Document",Java,SQL,Shared-Nothing,Meta Platforms Inc,US,2013,,Open Source,Apache v2.0,prestodb/presto,5349565,Y,6.18,59
profanedb,profanedb,,X_Single,Y_auto,ProfaneDB,Object Oriented,C++,Custom API,Shared-Everything,,CH,2017,2021,"Hobby,Open Source",GPL v3,profanedb/ProfaneDB,90349373,Y,,
prometheus,prometheus,prometheus,Normal,Y_auto,Prometheus,Key-value#dbdbio>|<dbengines#Time Series,Go,"HTTP / REST,PromQL",Shared-Disk,SoundCloud,DE,2012#dbdbio>|<dbengines#2015,,Open Source,Apache v2.0,prometheus/prometheus,6838921,Y,9.2,45
proton,proton,,X_Single,Y_auto,Proton,Relational,C++,SQL,,Timeplus Inc.,US,2021,,"Commercial,Open Source",Apache v2,timeplus-io/proton,678214856,Y,,
puffindb,puffindb,,X_Single,Y_auto,PuffinDB,Relational,,SQL,,Sutoiku GmbH,HR,2023,2023,Open Source,Proprietary,sutoiku/puffin,591304097,Y,,
pumpkindb,pumpkindb,,X_Single,Y_auto,PumpkinDB,Key-value,Rust,"It doesn't support SQL, right now, it only supports low-level manual querying with PumpkinScript.",,Yurii Rashkovskii,CA,2017,2017,Open Source,Mozilla Public License,PumpkinDB/PumpkinDB,80648455,Y,,
pupdb,pupdb,,X_Single,Y_auto,PupDB,Key-value,Python,HTTP / REST,Shared-Everything,tuxmonk,IN,2019,2019,Open Source,MIT License,tuxmonk/pupdb,223895357,Y,,
pysondb,pysondb,,X_Single,Y_auto,PysonDB,Document,Python,Custom API,Embedded,Fredy Somy,IN,2020,2023,"Hobby,Open Source",MIT License,pysonDB/pysonDB-v2,416174776,Y,,
qikkdb,qikkdb,,X_Single,Y_auto,qikkDB,Relational,C++,SQL,,Instarea s.r.o.,SK,2019,2020,"Commercial,Open Source",Apache v2,qikkDB/qikkdb,275838748,Y,,
ql,ql,,X_Single,Y_auto,ql,Relational,Go,SQL,Embedded,Jan Mercl,PL,2013,,"Hobby,Open Source",BSD License,cznic/ql,14090388,Y,,
qlever,qlever,,X_Single,Y_auto,qlever,"Graph,RDF",C++,"SPARQL,HTTP / REST",Embedded,University of Freiburg,DE,2014,,"Academic,Open Source",MIT License,ad-freiburg/qlever,27594187,Y,,
qserv,qserv,,X_Single,Y_auto,Qserv,Relational,C++,,,SLAC National Accelerator Laboratory,US,2011,,"Academic,Open Source",,lsst/qserv,23013460,Y,,
quadrable,quadrable,,X_Single,Y_auto,Quadrable,Key-value,C++,"Custom API,Command-line / Shell",Embedded,Doug Hoyte,CA,2020,2023,"Commercial,Open Source",BSD License,hoytech/quadrable,274184952,Y,,
questdb,questdb,questdb,Normal,Y_auto,QuestDB,Relational#dbdbio>|<dbengines#Time Series,"C++,Java",SQL,"Shared-Nothing,Embedded",QuestDB Technology Inc,GB,2014,,"Commercial,Open Source",Apache v2.0,questdb/questdb,19257422,Y,3.46,83
quickstep,quickstep,,X_Single,Y_auto,Quickstep,Relational,C++,SQL,Shared-Memory,University of Wisconsin,US,2013,2018,"Academic,Open Source",Apache v2,apache/incubator-retired-quickstep,56214719,Y,,
quickwit,quickwit,,X_Single,Y_auto,Quickwit,Document,Rust,Custom API,Shared-Disk,"Quickwit, Inc.",US,2021,,"Commercial,Open Source",AGPL v3,quickwit-oss/quickwit,357707809,Y,,
quinedb,quinedb,,X_Single,Y_auto,QuineDB,Key-value,Bash,Command-line / Shell,,Gary Fredericks,US,2016,,Open Source,Eclipse Public License,gfredericks/quinedb,67936193,Y,,
quokka,quokka,,X_Single,Y_auto,Quokka,Relational,Python,SQL,Shared-Disk,Ziheng Wang,US,2021,2023,"Hobby,Open Source",Apache v2,marsupialtail/quokka,429630067,Y,,
radondb,radondb,,X_Single,Y_auto,RadonDB,Relational,Go,SQL,Shared-Nothing,Yunify Technologies,CN,2018,2021,"Commercial,Open Source",GPL v3,radondb/radon,117920609,Y,,
ragedb,ragedb,,X_Single,Y_auto,RageDB,Graph,C++,HTTP / REST,Shared-Nothing,Max De Marzi,US,2021,2023,"Hobby,Open Source",Apache v2,ragedb/ragedb,383927661,Y,,
ramsql,ramsql,,X_Single,Y_auto,RamSQL,Relational,Go,SQL,Embedded,Pierre Roullon,FR,2014,2024,"Hobby,Open Source",BSD License,proullon/ramsql,26774602,Y,,
raphtory,raphtory,,X_Single,Y_auto,Raphtory,Graph,Rust,"Custom API,GraphQL",Shared-Everything,Pometry,GB,2020,,Open Source,GPL v3,Pometry/Raphtory,92834468,Y,,
raptordb,raptordb,raptordb,Normal,Y_auto,RaptorDB,Document,C#,Custom API,Embedded,Mehdi Gholam,GB,2012,2019,Open Source,Code Project Open License#dbdbio>|<dbengines#Apache Version 2,mgholam/RaptorDB-Document,26573806,Y,0.35,271
rasdaman,rasdaman,rasdaman,Normal,Y_auto,Rasdaman,Array#dbdbio>|<dbengines#Multivalue,C++,SQL,Shared-Everything,Constructor University,DE,1989#dbdbio>|<dbengines#1998,2019,"Commercial,Open Source",GPL v3#dbdbio>|<dbengines#extended commercial license available,onefanwu/RasDaMan-v10.0,489656726,Y,0.3,282
ravendb,ravendb,ravendb,Normal,Y_auto,RavenDB,"Key-value,Document",C#,"Custom API,HTTP / REST",Shared-Nothing,RavenDB Ltd.,IL,2009#dbdbio>|<dbengines#2010,2022,"Commercial,Open Source",AGPL v3; commercial license available,ravendb/ravendb,542714,Y,2.26,114
rayforcedb,rayforcedb,,X_Single,Y_auto,RayforceDB,Relational,C,Custom API,Shared-Everything,Lynx Capital,UA,2023,,Open Source,MIT License,RayforceDB/rayforce,605546193,Y,,
realm,realm,realm,Normal,Y_auto,Realm,Object Oriented#dbdbio>|<dbengines#Document,C++,Custom API,Embedded,Realm Inc.,US,2011#dbdbio>|<dbengines#2014,2025,"Commercial,Open Source",Apache v2,realm/realm-core,1917262,Y,6.63,56
redb,redb,,X_Single,Y_auto,redb,Key-value,Rust,Custom API,Embedded,Christopher Berner,US,2018,,"Hobby,Open Source",Apache v2,cberner/redb,150013328,Y,,
redcon,redcon,,X_Single,Y_auto,Redcon,Key-value,Go,HTTP / REST,,Josh Baker,US,2016,,"Hobby,Open Source",MIT License,tidwall/redcon,64404140,Y,,
redict,redict,,X_Single,Y_auto,Redict,Key-value,C,Custom API,Shared-Everything,Drew DeVault,NL,2024,,Open Source,LGPL v3,-,,Y,,
redis,redis,redis,Normal,Y_auto,Redis,Key-value,C,Custom API,Shared-Nothing,"Salvatore Sanfilippo#dbdbio>|<dbengines#Redis project core team, inspired by Salvatore Sanfilippo",IT,2009,2024,"Commercial,Open Source",BSD License,redis/redis,156018,Y,153.81,8
redisgraph,redisgraph,,X_Single,Y_auto,RedisGraph,Graph,C,"Stored Procedures,Cypher,Command-line / Shell",Shared-Nothing,Redis Ltd.,US,2018,2025,"Commercial,Open Source",Server Side Public License,RedisGraph/RedisGraph,84458512,Y,,
redisql,redisql,,X_Single,Y_auto,RediSQL,Relational,Rust,SQL,,Red Beard Lab,IT,2016,2021,"Commercial,Open Source",AGPL v3,RedBeardLab/rediSQL,74375185,Y,,
redixdb,redixdb,,X_Single,Y_auto,RedixDB,Key-value,Go,Custom API,Shared-Everything,Mohammed Al Ashaal,EG,2018,2022,"Hobby,Open Source",,alash3al/redix,161674141,Y,,
redoxql,redoxql,,X_Single,Y_auto,RedoxQL,Relational,"Python,Rust",SQL,,,US,2024,,"Hobby,Open Source",Apache v2,JakeRoggenbuck/RedoxQL,915978190,Y,,
redstore,redstore,redstore,Normal,Y_auto,RedStore,RDF,C,"SPARQL,HTTP / REST",,Nicholas Humfrey,GB,2009,2017,Open Source,GPL v3,njh/redstore,754873,Y,0.23,299
reductstore,reductstore,reductstore,Normal,Y_auto,ReductStore,Key-value#dbdbio>|<dbengines#Time Series,"C++,Rust","Custom API,HTTP / REST",Shared-Everything,Alexey Timin#dbdbio>|<dbengines#ReductSoftware,DE,2021#dbdbio>|<dbengines#2023,2024,"Commercial,Open Source",Mozilla Public License#dbdbio>|<dbengines#Business Source License 1.1,reductstore/reductstore,441299511,Y,0.0,387
redwood,redwood,,X_Single,Y_auto,Redwood,Key-value,Go,Custom API,,Bryn Bellomy,US,2019,2022,"Hobby,Open Source",MIT License,redwood/redwood,210997817,Y,,
refinedb,refinedb,,X_Single,Y_auto,RefineDB,Document,Rust,Custom API,,Heyang Zhou,CN,2021,2021,"Hobby,Open Source",MIT License,losfair/RefineDB,376679845,Y,,
reifydb,reifydb,,X_Single,Y_auto,ReifyDB,Relational,Rust,Custom API,"Shared-Everything,Embedded",Dominique Chuo,,2025,,"Commercial,Open Source",Apache v2,reifydb/reifydb,975773453,Y,,
rel,rel,,X_Single,Y_auto,Rel,Relational,Java,Custom API,Shared-Everything,Dave Voorhis,GB,2004,,"Academic,Educational,Open Source",Apache v2,DaveVoorhis/Rel,25871447,Y,,
relationalcloud,relationalcloud,,X_Single,Y_auto,RelationalCloud,Relational,C++,SQL,,Massachusetts Institute of Technology,US,2010,2013,"Academic,Open Source",BSD License,,,Y,,
relatudedb,relatudedb,,X_Single,Y_auto,Relatude.DB,"Graph,Object Oriented",C#,Custom API,Shared-Everything,Proventus AS,NO,2025,,Open Source,MIT License,Relatude/Relatude.DB,1040715058,Y,,
relaxo,relaxo,,X_Single,Y_auto,Relaxo,Document,Ruby,Custom API,Shared-Everything,Samuel Williams,NZ,2012,2020,"Hobby,Open Source",MIT License,ioquatix/relaxo,4984118,Y,,
resilientdb,resilientdb,,X_Single,Y_auto,ResilientDB,Document,C++,GraphQL,Shared-Nothing,"University of California, Davis",US,2019,,"Academic,Open Source",Apache v2,apache/incubator-resilientdb,223462217,Y,,
rethinkdb,rethinkdb,rethinkdb,Normal,Y_auto,RethinkDB,Document,"Bash,C++,Java,JavaScript,Python",Custom API,Shared-Nothing,RethinkDB#dbdbio>|<dbengines#The Linux Foundation,US,2009,2016,Open Source,Apache v2,rethinkdb/rethinkdb,6452529,Y,2.2,115
rexdb,rexdb,,X_Single,Y_auto,RexDB,Relational,"JavaScript,Python","Custom API,SQL,PL/SQL",Shared-Everything,"Prometheus Research, LLC",US,2006,,Open Source,AGPL v3,-,,Y,,
rhizomedb,rhizomedb,,X_Single,Y_auto,RhizomeDB,Relational,Rust,Datalog,,Fission Labs,US,2022,2023,Open Source,"Apache v2,MIT License",RhizomeDB/rs-rhizome,574694308,Y,,
riak,riak,,Multiple:X_Single,Y_ConflictResolved,Riak,Key-value,Erlang,,,"Basho Technologies, Inc.",US,2010,2017,"Commercial,Open Source",Apache v2,basho/riak,613723,Y,,
riffle,riffle,,X_Single,Y_auto,Riffle,,Clojure,,,,US,2014,2016,"Hobby,Open Source",Eclipse Public License,Factual/riffle,,Y,,
risinglight,risinglight,,X_Single,Y_auto,RisingLight,Relational,Rust,SQL,Embedded,,US,2021,,"Educational,Open Source",Apache v2,risinglightdb/risinglight,393235957,Y,,
risingwave,risingwave,risingwave,Normal,Y_auto,RisingWave,Relational,Rust,SQL,Shared-Everything,RisingWave Labs Inc.,US,2021#dbdbio>|<dbengines#2022,2025,"Commercial,Open Source",Apache v2.0,risingwavelabs/risingwave,453068084,Y,0.73,210
rocksdb,rocksdb,rocksdb,Normal,Y_auto,RocksDB,Key-value,"C,C++",Custom API,Embedded,Meta Platforms Inc,US,2012#dbdbio>|<dbengines#2013,2024,Open Source,Apache v2#dbdbio>|<dbengines#BSD,facebook/rocksdb,6934395,Y,3.84,74
roma,roma,,X_Single,Y_auto,ROMA,Key-value,Ruby,Custom API,Shared-Nothing,"Rakuten Group, Inc.",JP,2009,2019,"Commercial,Open Source",,roma/roma,345739,Y,,
rondb,rondb,,X_Single,Y_auto,RonDB,"Relational,Key-value",C++,"Custom API,SQL,HTTP / REST",Shared-Nothing,Hopsworks AB,SE,2020,,Open Source,GPL v2,logicalclocks/rondb,323389945,Y,,
rosedb,rosedb,,X_Single,Y_auto,RoseDB,Key-value,Go,Custom API,Shared-Everything,RoseDB Labs,CN,2020,,"Hobby,Open Source",MIT License,rosedblabs/rosedb,318972528,Y,,
rqlite,rqlite,,X_Single,Y_auto,rqlite,Relational,Go,"SQL,HTTP / REST",Embedded,Philip O'Toole,US,2014,,Open Source,MIT License,rqlite/rqlite,23247808,Y,,
rxdb,rxdb,,X_Single,Y_auto,RxDB,Document,JavaScript,"Custom API,GraphQL",,Daniel Van Meyer,DE,2016,,Open Source,Apache v2,pubkey/rxdb,75425073,Y,,
rya,rya,,X_Single,Y_auto,Rya,RDF,Java,SPARQL,,"University of Maryland, Baltimore County",US,2012,2020,Open Source,Apache v2,apache/rya,43734923,Y,,
sabledb,sabledb,,X_Single,Y_auto,SableDb,Key-value,Rust,Custom API,Shared-Everything,Eran Ifrah,IL,2024,,"Hobby,Open Source",BSD License,sabledb-io/sabledb,779811016,Y,,
salvobase,salvobase,,X_Single,Y_auto,Salvobase,Document,Go,Custom API,,Inder Sabharwal,US,2026,,"Hobby,Open Source",,inder/salvobase,1171244520,Y,,
sanakirja,sanakirja,,X_Single,Y_auto,Sanakirja,,,,,,,,,"Hobby,Open Source",,,,Y,,
sapphiredb,sapphiredb,,X_Single,Y_auto,SapphireDb,Object Oriented,C#,"Custom API,HTTP / REST",,Morris Janatzek,DE,2018,2021,"Hobby,Open Source",MIT License,SapphireDb/SapphireDb,150752008,Y,,
satori,satori,,X_Single,Y_auto,Satori,Vector,Go,Custom API,Embedded,,NL,2025,,Open Source,MIT License,nubskr/satoriDB,1108658403,Y,,
sboxdb,sboxdb,,X_Single,Y_auto,sboxdb,Relational,Rust,SQL,Shared-Nothing,,CN,2024,,"Educational,Hobby,Open Source",,maxnilz/sboxdb,780362035,Y,,
scalardb,scalardb,,X_Single,Y_auto,ScalarDB,Relational,Java,Custom API,,"Scalar, Inc.",US,2018,,"Commercial,Open Source",Apache v2,,,Y,,
scalaris,scalaris,scalaris,Normal,Y_auto,Scalaris,Key-value,Erlang,Custom API,Shared-Nothing,Zuse Institute Berlin,DE,2009,2023,"Academic,Open Source",Apache v2,scalaris-team/scalaris,33605302,Y,0.47,250
scaliendb,scaliendb,,X_Single,Y_auto,ScalienDB,Key-value,C++,HTTP / REST,Shared-Nothing,Scalien,HU,2010,2013,"Commercial,Open Source",AGPL v3,scalien/scaliendb,715589,Y,,
schemajs,schemajs,,X_Single,Y_auto,SchemaJS,Document,"JavaScript,Rust",Custom API,,,US,2024,2024,"Hobby,Open Source",MIT License,Schema-JS/schema-js,836018246,Y,,
scidb,scidb,scidb,Normal,Y_auto,SciDB,Array#dbdbio>|<dbengines#Multivalue,C++,Command-line / Shell,Shared-Nothing,Paradigm4,US,2008,,"Academic,Commercial,Open Source","AGPL v3,Proprietary",autermann/scidb,31373521,Y,0.62,224
scratchdb,scratchdb,,X_Single,Y_auto,ScratchDB,Document,Go,"SQL,HTTP / REST",,ScratchDB,US,2023,2024,"Commercial,Open Source",AGPL v3,scratchdata/scratchdata,664816265,Y,,
scylla,scylla,scylladb,WebsiteExact:Normal,Y_auto,Scylla,"Wide column,Key-value",C++,Custom API,Shared-Nothing,ScyllaDB,IL,2014#dbdbio>|<dbengines#2015,2024,"Commercial,Open Source",AGPL v3,scylladb/scylladb,28449431,Y,4.94,66
sdb,sdb,,X_Single,Y_auto,SDB,"Relational,Document",C,Custom API,Embedded,,ES,,,Open Source,MIT License,radareorg/sdb,5665061,Y,,
seafowl,seafowl,,X_Single,Y_auto,Seafowl,Relational,Rust,SQL,Shared-Everything,Splitgraph,GB,2022,2025,"Commercial,Open Source",Apache v2,splitgraph/seafowl,510375115,Y,,
sedna,sedna,sedna,Normal,Y_auto,Sedna,Document#dbdbio>|<dbengines#Native XML,C++,XQuery,,Institute for System Programming RAS,RU,2003#dbdbio>|<dbengines#2006,2015,"Academic,Open Source",Apache v2,sedna/sedna,5841618,Y,0.75,207
seekdb,seekdb,,X_Single,Y_auto,SeekDB,"Relational,Vector",C++,"Custom API,SQL",Embedded,"Beijing OceanBase Technology Co., Ltd.",CN,2025,,"Commercial,Open Source",Apache v2,oceanbase/seekdb,1080442728,Y,,
senseidb,senseidb,senseidb,Normal,Y_auto,SenseiDB,Relational#dbdbio>|<dbengines#Document,Java,Custom API,Shared-Nothing,"LinkedIn, Xiaomi",US,2012#dbdbio>|<dbengines#2010,2013,Open Source,Apache v2,LinkedInAttic/sensei,533032,Y,0.05,358
sequins,sequins,,X_Single,Y_auto,Sequins,Key-value,Go,HTTP / REST,Shared-Nothing,Stripe,US,2014,2023,Open Source,MIT License,stripe-archive/sequins,26888631,Y,,
sequoiadb,sequoiadb,sequoiadb,Normal,Y_auto,SequoiaDB,Document,C++,"SQL,HTTP / REST,Command-line / Shell",Shared-Disk,SequoiaDB,CN,2011#dbdbio>|<dbengines#2013,,"Commercial,Open Source",AGPL v3,SequoiaDB/SequoiaDB,188354257,Y,0.28,287
serenity,serenity,,X_Single,Y_auto,Serenity,,C,,,,RU,2015,2016,"Hobby,Open Source",,pmwkaa/serenity,,Y,,
sesame,sesame,,X_Single,Y_auto,Sesame,RDF,Java,SPARQL,,Aduna,NL,1997,2016,Open Source,BSD License,ansell/openrdf-sesame,6235870,Y,,
shannonbase,shannonbase,,X_Single,Y_auto,ShannonBase,"Relational,Vector",C++,,Shared-Everything,"ShannonAI, Inc.",CN,2024,,"Commercial,Open Source",GPL v2,Shannon-Data/ShannonBase,685897222,Y,,
shardingsphere,shardingsphere,,X_Single,Y_auto,ShardingSphere,Relational,Java,SQL,Shared-Nothing,Apache Software Foundation,CN,2016,,Open Source,Apache v2,apache/shardingsphere,49876476,Y,,
shore,shore,,X_Single,Y_auto,Shore,Object Oriented,C++,"Custom API,Command-line / Shell",Embedded,University of Wisconsin,US,1995,2007,"Academic,Open Source",BSD License,-,,Y,,
shore-mt,shore-mt,,X_Single,Y_auto,Shore-MT,Object Oriented,C,"Custom API,Command-line / Shell",Embedded,"Carnegie Mellon University, EPFL",US,2007,2014,"Commercial,Open Source",BSD License,glycerine/shore-mt,6433550,Y,,
shsql,shsql,,X_Single,Y_auto,shsql,Relational,Bash,"SQL,Command-line / Shell",,Steve Alt,,2002,2013,Open Source,GPL v2,-,,Y,,
